"USDC","0x000000aaee6a496aaf7b7452518781786313400f",1001800,7
"USDC","0x000018bbb8df8de9e3eaf772db1c4eec228ef06c",5000000,1
"USDC","0x0000f079e68bbcc79ab9600ace786b0a4db1c83c",509105415.532905,137
"USDC","0x000f7f22bfc28d940d4b68e13213ab17cf107790",35655579.160609,10
"USDC","0x00290ffc9e9d19bda7b25c6e44d8adf55dfbf2dd",1030215,9
"USDC","0x003c45f4ca95dee0ff172cf4904713bf894578a9",1310422.040701,2
"USDC","0x0042372e5ac4ddf1207b383c99c8372e40388860",1750000,27
"USDC","0x004f74a8388ce91950f29ea3e37ef604693a6395",4239334.883016,494
"USDC","0x007a40b6b3d0fef39b56ab163a79e964247fc291",1331193.534089,1
"USDC","0x007e4195a6c8f68801c0673ec561c38fed803021",1051340,1
"USDC","0x0087a89ab94206ce1a13abcf8aa5ba32c51bd5c6",3795511.31,7
"USDC","0x008cf75d1eeaf94420eec9f5edb89a6a8abd10a9",17497848.278552,31
"USDC","0x0093e5f2a850268c0ca3093c7ea53731296487eb",2074420.962801,78
"USDC","0x009c22367fdfe1ff42ea75c2a957e2bd43f25960",1975062.607642,2
"USDC","0x00c40431e7be6d2ab48d0ab9b11d01aa06116e9b",1500000,1
"USDC","0x00dad15eacbabe05058756fc4ddd526418335e1b",9950525,5
"USDC","0x01162e3d2c6771b3eca319d054e554ffacf55490",3392000,6
"USDC","0x014eef20327be488a26979f2fb43a077924d2593",1014008,15
"USDC","0x015e0e406e650fd24c3a217d9b16d822b0829479",1214352.432,18
"USDC","0x0176d5c9db66e0ed0c35b049d4a64eba0d917929",1678718.322467,2
"USDC","0x018f1220c21f9a6b7d391cb65010209975027c43",1807067.751036,1
"USDC","0x019c301ac3edb7591a09cd659b772a9f24359c71",1400000,1
"USDC","0x01ac5f82f5d4485a4f6982e293220ab07b0903fa",1610995,1
"USDC","0x01e79ff04a66ce034758172f8b422b0f8115921b",1984805.4795,10
"USDC","0x01ef58f6da209f1fc541a7d4b857035089ababc8",6500000,1
"USDC","0x02074984dab902181b4263f52f6b5437f011b606",7618400.18221,133
"USDC","0x0211f3cedbef3143223d3acf0e589747933e8527",9555951.130213,6
"USDC","0x021e6047c5a5416898e10b3bc0ed0926f3a96429",1133987.802002,1
"USDC","0x022d39525c9bb630f1e55abadd67bbb7089f1063",1502755.242655,4
"USDC","0x0248e8869fa01255122ae1f316c1401cdf8fb0e2",2996942,1
"USDC","0x025b14988537be4d355af9014a3bfc6c7079ec70",2962127.663687,1
"USDC","0x027fca5dce8baa10e93ca93d0f2150e7ca4d4107",37246835.698046,20
"USDC","0x02a522d98ec2d2c3bbe91acc29ee7fd32ab880ab",2710855.6235,3
"USDC","0x02acd645fb5c4aedccde25e20c4293925e076b67",2850000,2
"USDC","0x02ba7f831a024b116d900ccb2a0563973c7b7aa9",1406226.85,9
"USDC","0x02c6b2a3a11e95b609d0bdb4e74b04ff48dba819",22436301.243599,244
"USDC","0x030bb3ca1ab3cde9f47cadd492cd209af396305c",3991714.924064,1
"USDC","0x0323e82acd1b1e632b3dea00ed6a8821e26d6c59",1050676.791626,1
"USDC","0x033751efd93285ebdb6b296ed259d26dd1dadf56",3207091.861661,10
"USDC","0x0349923ae2b35ff4f0099869aeea99d1f3fd12a9",17677275.434626,38
"USDC","0x034a5f8678455ea078021e7a5b34ab7ef210674e",1397105.209309,8
"USDC","0x0357de5df2016067267320b4f7558dcaec005d99",2633712.182887,2
"USDC","0x036ab8ee93a36b229926e0993bba7452b00820f1",5140180.680312,21
"USDC","0x039267f270dab9a95e34da1d25327ce9790acf8f",1225670,1
"USDC","0x03ae1a796dfe0400439211133d065bda774b9d3e",23666335.98,48
"USDC","0x03dca0e82c9fd8876245ee54997dd4af73849fd2",1060005,2
"USDC","0x03fe52b49c7274424e6312772e491c8a8f64c4c8",2467540.374424,1
"USDC","0x041f66bda3e9208c1151cc2058007219d7e8f3a5",2000000,1
"USDC","0x042a135bd342910ad7f67bbda74e3fd4125d1272",1600000,2
"USDC","0x0430f477a3aba17f51b6ec5619d1ae9d8336a0f4",1638296.05,7
"USDC","0x0455ea966197a69eccf5fc354b6a7896e0fe38f0",1171803.054825,2
"USDC","0x04df8d02f912d34fef12a1b0488ee56fd6f7416c",1877256,4
"USDC","0x0506ceafb7a95c0bdbfde7cb02e1ddada076d652",232000000,38
"USDC","0x052564eb0fd8b340803df55def89c25c432f43f4",6750000,5
"USDC","0x0525eb58f9d226adb659777791ddd994def56e1c",30000000,1
"USDC","0x0548f59fee79f8832c299e01dca5c76f034f558e",566681297.347597,75
"USDC","0x055ae96d7766ec1f51f130042f0b6bee3eb71099",1617863,1
"USDC","0x0561a78021d8966ddd20c28c6c4318d8675ee1f0",2284620.149417,11
"USDC","0x0574215b0a39119c84ca17f1ec83418eeb5ada8e",3040670.831759,1
"USDC","0x0579ba9709d3db35176018ec70a4f3f54a90e2ac",1029800,1
"USDC","0x05ede34f36850912c782833ae66e3d0b48944227",7140000,3
"USDC","0x05f284897641661fee9f1c1413a4f599a43a746f",1308463.416053,2
"USDC","0x060c18597a5ee28fc1c310d770735964f702db93",1890452.2,10
"USDC","0x0617c4c0fcda7a971276585cf061307749580cb3",2826583.004237,3
"USDC","0x06183cb39518474b0f2a05ef5aa58eb374893454",1143490.637201,2
"USDC","0x061eff7c9a23fab6b8e370f7cfa6c2e42a9b5984",1900000,4
"USDC","0x062242f8eb3221f4b09053cc63be5eff05ef2d21",12000000,6
"USDC","0x064e50b25bcf75579fd96656b67d712f2c6ba2a2",1000070.530906,1
"USDC","0x06657637a958b9041ecfa83f8f759b87cd4fcc1c",2239950,5
"USDC","0x069bca644c3ee8c1402212acaff7cc15eb735b25",1806784.581658,3
"USDC","0x06e4cb4f3ba9a2916b6384acbdeaa74daaf91550",1200000,1
"USDC","0x06fed18718975d9e178e0c0fea35c18eac794c3f",2000000,1
"USDC","0x070dcb7ba170091f84783b224489aa8b280c1a30",1717800,8
"USDC","0x07138bae8b09fbc1f80cc00a3e37491efc34df21",1510741.190536,1
"USDC","0x072f776acd271b3e9ca373697f8d5838d50d525a",1909238.715132,2
"USDC","0x0733bf58de3940cc1efb9239532285c24ecdd93f",1085766.48,4
"USDC","0x07445065963c2d563cd70ddf2aa49fc771e59a98",2342172.006102,22
"USDC","0x07da19c6b6a1c60220a3d1e117071944a599a44c",2039452.0548,2
"USDC","0x07f12fb2f27de2c70439fae9f904f1189cf2808b",7403560,2
"USDC","0x07fe9a0653baca33d5e1921c70f88f4c2735d303",2900000,6
"USDC","0x0831d7797a93f307cb97827c678f606e75f56b99",5074427.544024,9
